,Type,Process_Size,TDP,Die_Size,Transistors,Freq,Vendor,ProcessSize,TransistorSize,DieSize
223,CPU,45.0,125.0,346.0,904.0,3200,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
224,CPU,65.0,150.0,435.0,1328.0,3200,Intel,Compact(45-90nm),Microscopic(410-1178nm),Most useable space
225,CPU,22.0,35.0,177.0,1400.0,3100,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
226,CPU,45.0,45.0,117.0,234.0,2600,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
227,CPU,45.0,7.0,66.0,123.0,1834,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
228,CPU,65.0,15.0,90.0,151.0,1833,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
229,CPU,130.0,62.0,80.0,37.0,1583,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
230,CPU,32.0,65.0,246.0,1178.0,3400,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
231,CPU,45.0,2.0,26.0,47.0,1600,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
232,CPU,45.0,130.0,263.0,731.0,3333,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
233,CPU,90.0,62.0,183.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
234,CPU,90.0,65.0,220.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
235,CPU,32.0,35.0,149.0,624.0,2400,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
236,CPU,130.0,45.0,101.0,63.0,1667,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
237,CPU,130.0,21.0,131.0,55.0,1400,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
238,CPU,32.0,17.0,149.0,624.0,1500,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
239,CPU,45.0,13.0,66.0,176.0,1667,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
240,CPU,65.0,31.0,90.0,151.0,1733,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
241,CPU,45.0,7.0,66.0,123.0,1667,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
242,CPU,90.0,130.0,206.0,169.0,3200,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
243,CPU,22.0,80.0,160.0,1400.0,2500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
244,CPU,65.0,65.0,111.0,167.0,2400,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
245,CPU,22.0,140.0,160.0,1400.0,3200,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
246,CPU,32.0,35.0,81.0,384.0,2677,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
247,CPU,45.0,95.0,258.0,758.0,3000,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
248,CPU,130.0,89.0,144.0,69.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
249,CPU,130.0,89.0,193.0,105.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
250,CPU,130.0,97.0,237.0,286.0,3066,Intel,Slightly Compact(90-180nm),Approaching Subatomic(37-125nm),Most useable space
251,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
252,CPU,130.0,89.0,193.0,105.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
253,CPU,45.0,95.0,169.0,300.0,3300,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
254,CPU,130.0,110.0,146.0,55.0,2000,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
255,CPU,12.0,65.0,192.0,4800.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
256,CPU,130.0,73.0,146.0,55.0,2300,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
257,CPU,45.0,45.0,117.0,234.0,2900,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
258,CPU,65.0,35.0,143.0,293.0,2333,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
259,CPU,32.0,150.0,435.0,2270.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
260,CPU,130.0,62.0,193.0,106.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
261,CPU,45.0,115.0,346.0,1800.0,1900,AMD,Highly Compact(32-45nm),Microscopic(410-1178nm),Most useable space
262,CPU,130.0,68.0,101.0,63.0,2083,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
263,CPU,22.0,65.0,160.0,1400.0,2900,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
264,CPU,90.0,125.0,235.0,227.0,3000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Most useable space
265,CPU,45.0,3.0,26.0,47.0,1667,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
266,CPU,90.0,35.0,125.0,114.0,2200,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
267,CPU,130.0,73.0,146.0,55.0,2800,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
268,CPU,32.0,35.0,131.0,504.0,2300,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
269,CPU,45.0,95.0,258.0,758.0,2800,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
270,CPU,14.0,65.0,192.0,4800.0,3400,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
271,CPU,90.0,21.0,84.0,140.0,1500,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
272,CPU,90.0,130.0,206.0,169.0,3200,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
273,CPU,65.0,45.0,126.0,154.0,2100,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
274,CPU,22.0,65.0,177.0,1400.0,3100,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
275,CPU,12.0,15.0,210.0,4940.0,2100,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
276,CPU,32.0,95.0,216.0,1160.0,3500,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
277,CPU,130.0,68.0,80.0,63.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
278,CPU,14.0,170.0,213.0,4800.0,2000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
279,CPU,65.0,150.0,435.0,1328.0,3400,Intel,Compact(45-90nm),Microscopic(410-1178nm),Most useable space
280,CPU,22.0,95.0,160.0,1400.0,2600,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
281,CPU,130.0,89.0,217.0,55.0,2000,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
282,CPU,45.0,65.0,258.0,758.0,2500,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
283,CPU,90.0,84.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
284,CPU,130.0,68.0,101.0,63.0,2100,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
285,CPU,45.0,65.0,258.0,758.0,2400,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
286,CPU,130.0,82.0,193.0,106.0,1600,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
287,CPU,130.0,25.0,144.0,69.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
288,CPU,180.0,67.0,217.0,42.0,1800,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
289,CPU,65.0,95.0,435.0,1328.0,2600,Intel,Compact(45-90nm),Microscopic(410-1178nm),Most useable space
290,CPU,32.0,95.0,315.0,1200.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
291,CPU,32.0,10.0,66.0,176.0,1867,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
292,CPU,14.0,51.0,150.0,1400.0,2900,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
293,CPU,90.0,125.0,220.0,227.0,3000,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
294,CPU,65.0,65.0,143.0,291.0,2400,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
295,CPU,7.0,120.0,74.0,3800.0,2600,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
296,CPU,65.0,45.0,77.0,122.0,2800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
297,CPU,130.0,89.0,144.0,69.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
298,CPU,90.0,21.0,84.0,140.0,2100,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
299,CPU,32.0,35.0,81.0,382.0,2267,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
300,CPU,65.0,95.0,285.0,450.0,2100,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
301,CPU,14.0,180.0,213.0,9600.0,3500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
302,CPU,130.0,92.0,146.0,55.0,2400,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
303,CPU,14.0,180.0,213.0,4800.0,2000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
304,CPU,130.0,45.0,101.0,63.0,1533,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
305,CPU,32.0,65.0,131.0,504.0,3100,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
306,CPU,32.0,35.0,228.0,1178.0,1400,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
307,CPU,14.0,180.0,213.0,4800.0,2300,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
308,CPU,12.0,15.0,210.0,4940.0,2300,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
309,CPU,90.0,89.0,220.0,154.0,2600,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
310,CPU,90.0,89.0,220.0,154.0,2200,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
311,CPU,65.0,86.0,81.0,188.0,3200,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
312,CPU,45.0,65.0,117.0,410.0,3200,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Some useable space
313,CPU,90.0,84.0,109.0,125.0,3060,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
314,CPU,130.0,82.0,193.0,106.0,1400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
315,CPU,65.0,65.0,126.0,154.0,2400,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
316,CPU,130.0,30.0,131.0,55.0,1600,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
317,CPU,90.0,27.0,84.0,140.0,2260,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
318,CPU,32.0,100.0,228.0,1178.0,2900,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
319,CPU,32.0,35.0,131.0,504.0,2100,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
320,CPU,130.0,30.0,193.0,106.0,1400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
321,CPU,32.0,65.0,315.0,1200.0,2600,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
322,CPU,32.0,35.0,81.0,384.0,2800,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
323,CPU,22.0,80.0,160.0,1400.0,1800,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
324,CPU,32.0,65.0,131.0,504.0,2800,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
325,CPU,32.0,80.0,216.0,1160.0,3200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
326,CPU,65.0,65.0,77.0,105.0,1800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
327,CPU,32.0,17.0,131.0,504.0,1600,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
328,CPU,45.0,95.0,169.0,300.0,3000,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
329,CPU,45.0,125.0,346.0,904.0,2800,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
330,CPU,14.0,65.0,192.0,4800.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
331,CPU,130.0,45.0,101.0,63.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
332,CPU,130.0,62.0,101.0,63.0,1833,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
333,CPU,32.0,95.0,315.0,1200.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
334,CPU,65.0,45.0,126.0,154.0,2600,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
335,CPU,22.0,88.0,177.0,1400.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
336,CPU,22.0,47.0,264.0,1400.0,1600,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
337,CPU,14.0,170.0,213.0,4800.0,2200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
338,CPU,14.0,180.0,213.0,4800.0,2000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
339,CPU,22.0,84.0,177.0,1400.0,3100,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
340,CPU,22.0,54.0,177.0,1400.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
341,CPU,32.0,130.0,513.0,2600.0,2276,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
342,CPU,65.0,79.0,285.0,463.0,2000,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
343,CPU,130.0,89.0,217.0,55.0,3066,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
344,CPU,90.0,62.0,84.0,63.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
345,CPU,90.0,62.0,103.0,81.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
346,CPU,130.0,82.0,193.0,106.0,2000,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
347,CPU,14.0,35.0,148.0,4800.0,3500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
348,CPU,65.0,95.0,285.0,450.0,2500,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
349,CPU,130.0,62.0,80.0,37.0,1500,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
350,CPU,180.0,69.0,217.0,42.0,1900,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
351,CPU,65.0,95.0,285.0,450.0,2300,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
352,CPU,130.0,51.0,80.0,37.0,1533,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
353,CPU,32.0,35.0,131.0,504.0,2500,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
354,CPU,130.0,68.0,101.0,63.0,1833,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
355,CPU,32.0,35.0,81.0,384.0,2000,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
356,CPU,32.0,73.0,81.0,382.0,2266,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
357,CPU,90.0,27.0,84.0,140.0,2000,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
358,CPU,32.0,45.0,315.0,1200.0,2800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
359,CPU,90.0,67.0,83.0,69.0,2000,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
360,CPU,90.0,135.0,213.0,200.0,2800,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
361,CPU,32.0,35.0,246.0,1178.0,2100,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
362,CPU,130.0,35.0,131.0,55.0,2500,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
363,CPU,7.0,225.0,74.0,3800.0,2900,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
364,CPU,90.0,62.0,183.0,154.0,1800,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Considerable useable space
365,CPU,130.0,32.0,131.0,55.0,1900,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
366,CPU,65.0,65.0,126.0,154.0,1900,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
367,CPU,7.0,180.0,74.0,3800.0,2800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
368,CPU,45.0,95.0,296.0,774.0,3066,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
369,CPU,45.0,35.0,107.0,410.0,2300,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
370,CPU,32.0,73.0,81.0,382.0,3200,Intel,Extremely Compact(0-32nm),Approaching Subatomic(37-125nm),Least useable space
371,CPU,130.0,85.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
372,CPU,90.0,115.0,109.0,125.0,2800,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
373,CPU,7.0,280.0,74.0,3800.0,2600,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
374,CPU,45.0,80.0,258.0,758.0,3000,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
375,CPU,90.0,45.0,3.0,154.0,2200,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
376,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
377,CPU,32.0,35.0,149.0,624.0,2200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
378,CPU,22.0,84.0,177.0,1400.0,3400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
379,CPU,45.0,95.0,169.0,300.0,3200,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
380,CPU,32.0,95.0,216.0,1160.0,3200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Considerable useable space
381,CPU,90.0,125.0,235.0,227.0,3200,AMD,Compact(45-90nm),Approaching Subatomic(37-125nm),Most useable space
382,CPU,22.0,115.0,160.0,1400.0,2500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
383,CPU,65.0,95.0,285.0,450.0,2800,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
384,CPU,90.0,62.0,84.0,63.0,1600,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
385,CPU,7.0,200.0,74.0,3800.0,2000,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Least useable space
386,CPU,45.0,65.0,104.0,410.0,3000,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
387,CPU,45.0,60.0,263.0,731.0,2133,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
388,CPU,130.0,89.0,193.0,106.0,2200,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
389,CPU,22.0,35.0,177.0,1400.0,3000,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
390,CPU,32.0,95.0,315.0,1200.0,2800,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
391,CPU,14.0,180.0,213.0,9600.0,3200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
392,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
393,CPU,130.0,82.0,193.0,106.0,1800,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
394,CPU,45.0,2.0,26.0,47.0,2133,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
395,CPU,32.0,65.0,131.0,504.0,2800,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
396,CPU,45.0,95.0,258.0,758.0,2800,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
397,CPU,32.0,35.0,315.0,1200.0,2200,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
398,CPU,32.0,65.0,131.0,504.0,2400,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
399,CPU,14.0,65.0,192.0,4800.0,3500,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
400,CPU,45.0,95.0,346.0,904.0,2900,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
401,CPU,45.0,65.0,82.0,228.0,2500,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
402,CPU,130.0,89.0,193.0,106.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
403,CPU,65.0,65.0,285.0,450.0,1800,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
404,CPU,90.0,27.0,84.0,140.0,2130,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
405,CPU,45.0,95.0,82.0,456.0,2333,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Least useable space
406,CPU,90.0,67.0,84.0,69.0,2000,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
407,CPU,45.0,65.0,258.0,758.0,2600,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
408,CPU,45.0,10.0,66.0,123.0,1834,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
409,CPU,65.0,31.0,90.0,151.0,1826,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
410,CPU,130.0,26.0,131.0,55.0,1500,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Some useable space
411,CPU,130.0,89.0,217.0,55.0,2660,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
412,CPU,90.0,73.0,109.0,125.0,2530,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
413,CPU,65.0,65.0,77.0,105.0,2000,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
414,CPU,32.0,45.0,228.0,1178.0,1800,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
415,CPU,45.0,95.0,258.0,758.0,3000,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
416,CPU,45.0,2.0,26.0,47.0,2000,Intel,Highly Compact(32-45nm),Infinitesimal(1-37nm),Least useable space
417,CPU,45.0,95.0,169.0,300.0,2600,AMD,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Considerable useable space
418,CPU,14.0,180.0,213.0,9600.0,3400,AMD,Extremely Compact(0-32nm),Microscopic(410-1178nm),Considerable useable space
419,CPU,22.0,80.0,160.0,1400.0,2200,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
420,CPU,32.0,35.0,246.0,1178.0,2900,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
421,CPU,65.0,95.0,285.0,450.0,2200,AMD,Compact(45-90nm),Microminiature(125-410nm),Most useable space
422,CPU,45.0,65.0,82.0,228.0,2533,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
423,CPU,90.0,88.0,112.0,125.0,3467,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
424,CPU,32.0,130.0,435.0,2270.0,2400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Most useable space
425,CPU,45.0,65.0,82.0,228.0,2700,Intel,Highly Compact(32-45nm),Approaching Subatomic(37-125nm),Least useable space
426,CPU,32.0,20.0,131.0,504.0,2200,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
427,CPU,45.0,80.0,258.0,758.0,3400,AMD,Highly Compact(32-45nm),Microminiature(125-410nm),Most useable space
428,CPU,90.0,35.0,125.0,114.0,1800,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Some useable space
429,CPU,65.0,15.0,90.0,151.0,1666,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
430,CPU,90.0,84.0,109.0,125.0,2930,Intel,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
431,CPU,180.0,55.0,217.0,42.0,1400,Intel,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
432,CPU,32.0,65.0,131.0,504.0,3000,Intel,Extremely Compact(0-32nm),Microminiature(125-410nm),Some useable space
433,CPU,90.0,135.0,135.0,155.0,3000,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
434,CPU,130.0,89.0,193.0,105.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
435,CPU,32.0,15.0,246.0,1178.0,1650,AMD,Extremely Compact(0-32nm),Microminiature(125-410nm),Most useable space
436,CPU,65.0,25.0,77.0,122.0,2000,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
437,CPU,130.0,68.0,101.0,63.0,1917,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
438,CPU,22.0,69.0,160.0,1400.0,3500,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
439,CPU,130.0,50.0,80.0,37.0,1467,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Least useable space
440,CPU,130.0,89.0,193.0,106.0,2400,AMD,Slightly Compact(90-180nm),Infinitesimal(1-37nm),Considerable useable space
441,CPU,45.0,95.0,107.0,820.0,2666,Intel,Highly Compact(32-45nm),Microminiature(125-410nm),Least useable space
442,CPU,22.0,77.0,160.0,1400.0,3400,Intel,Extremely Compact(0-32nm),Microscopic(410-1178nm),Some useable space
443,CPU,90.0,67.0,83.0,69.0,2200,AMD,Compact(45-90nm),Infinitesimal(1-37nm),Least useable space
444,CPU,90.0,135.0,135.0,155.0,3200,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Some useable space
445,CPU,65.0,86.0,81.0,188.0,3400,Intel,Compact(45-90nm),Approaching Subatomic(37-125nm),Least useable space
